,id,transcription,gloss,translation,start,end,comment,author,binom,notbinom,*binom,*notbinom,com_type,companion,ins-participant
0,TTI_20230703@TK_1,sas̆a ətri tanʲa ne-re-keɬi-ŋe-n keɬikeɬ,саша и таня low.a-fut-писать-fut-3sg.o книга,Саша и Таня напишут книжку.,00:01:20.930,00:01:27.590,#бином Я предложила sas̆a-na ətri tanʲa-na. TTI согласилась.,TTI,True,,,,ətri,таня,
1,TTI_20230703@TK_2,ne-re-keɬi-ŋe-n keɬikeɬ sas̆a ətri tanʲa,low.a-fut-писать-fut-3sg.o книга саша и таня,Напишут книжку Саша и Таня.,00:01:49.060,00:01:54.210,"#бином Я предложила sas̆a-na ətri tanʲa-na. TTI согласилась. ""Нет разницы""",TTI,True,,,,ətri,,
2,TTI_20230703@TK_3,sas̆a ətri tanʲa ərɣə-nan ne-re-keɬi-ŋe-n keɬikeɬ,саша и таня они-ins low.a-fut-писать-fut-3sg.o книга,Саша и Таня напишут книжку.,00:02:20.980,00:02:27.100,#бином #восстановление Я (породив): хорошо? Она: даже очень.,TTI,True,,,,ətri,таня,они
3,TTI_20230703@TK_4,mikə-ne ∅-re-keɬi-ɣ-ni-n keɬikeɬ? (sas̆a ətri tanʲa) /sas̆a-na ətri tanʲa-na ne-re-keɬi-ŋe-n keɬikeɬ,кто-an.ins 2/3.s/a-fut-писать-fut-3sg.a.3sg.o-3sg.o книга саша и таня саша-ins и таня-ins low.a-fut-писать-fut-3sg.o книга,Кто напишет книжку? Саша и Таня напишут книжку.,00:03:18.970,00:03:39.400,"Сказала целиком с биномом, потом ""А!"" и исправила на #небином. Сказала, что лучше небином.",TTI,,True,,,ətri,таня,кто
4,TTI_20230703@TK_5,əɬɣu ɬəŋ-jo-tte kenti-t,любимый считать-ptcp.pass-pl конфета-pl,Любимые конфеты,00:04:56.630,00:05:02.130,,TTI,,,,,əɬɣu ɬəŋ-jo-tte kenti-t,,
5,TTI_20230703@TK_6,ətɬʔa-ta ∅-kur-ni-ne-t (sinit-kine-t)) əɬɣu ɬəŋ-jo-tte kenti-t,мать-ins 2/3.s/a-покупать-3sg.a.3sg.o-3sg.o-pl сам-rel-pl любимый считать-ptcp.pass-pl конфета-pl,Мама купила любимые конфеты.,00:05:57.980,00:06:06.030,,TTI,,,,,ətɬʔa-ta ∅-kur-ni-ne-t (sinit-kine-t)) əɬɣu ɬəŋ-jo-tte kenti-t,,мать
6,TTI_20230703@TK_7,ətɬʔa (*/ətɬʔa-ta) ɣe-ŋe-ekke-te ne-rkur-ne-t (sinit) əɬɣu ɬəŋ-jo-tte kenti-t,мать (*/мать-ins) com-fem-сын-ins low.a-покупать-3sg.o-pl сам любимый считать-ptcp.pass-pl конфета-pl,Мама с дочкой купили (свои?) любимые конфеты.,00:06:35.625,00:06:44.915,С sinit тут глюк. #бином #запретнанебином,TTI,True,,,True,ətɬʔa (*/ətɬʔa-ta) ɣe-ŋe-ekke-te ne-rkur-ne-t (sinit) əɬɣu ɬəŋ-jo-tte kenti-t,fem-сын,(*/мать
7,TTI_20230703@TK_8,kenti-t ne-rkur-ne-t ətɬʔa (*/ətɬʔa-ta) ɣe-ŋe-ekke-te,конфета-pl low.a-покупать-3sg.o-pl мать мать-ins com-fem-сын-ins,Конфеты купили мама с дочкой.,00:07:46.020,00:07:54.050,#биномвконце #запретнанебином,TTI,True,,,True,kenti-t ne-rkur-ne-t ətɬʔa (*/ətɬʔa-ta) ɣe-ŋe-ekke-te,fem-сын,мать
8,TTI_20230703@TK_9,ətɬʔa (*/ətɬʔa-ta) ənkʔam (*/ətri) ŋe-ekek ne-rkur-ne-t kenti-t,мама (*/мама-ins) и (*/и) fem-сын low.a-покупать-3sg.o-pl конфета-pl,Мама с дочкой купили любимые конфеты.,00:08:38.580,00:08:48.710,ətri в этом контексте не узнала (?) #бином #запретнанебином,TTI,True,,,True,ətri,(*/и),(*/мама
9,TTI_20230703@TK_10,qlawəɬ-a ɬʔu-ni-n sinit-kin keɬi-nə-ɣjiw-etə-ɬʔə-n,мужчина-ins видеть-3sg.a.3sg.o-3sg.o сам-rel писать-tr-знак-vb-attr-nom.sg,Парень встретил свою учительницу.,00:24:17.561,00:24:35.220,,TTI,,,,,qlawəɬ-a ɬʔu-ni-n sinit-kin keɬi-nə-ɣjiw-etə-ɬʔə-n,писать-tr-знак-vb,мужчина
10,TTI_20230703@TK_11,qlawəɬ ɣa-təŋesʔə-ma ɬʔu-ni-n (sinit-kin) keɬi-nə-ɣjiw-etə-ɬʔə-n,мужчина com-цветок-sim видеть-3sg.a.3sg.o-3sg.o (сам-rel) писать-tr-знак-vb-attr-nom.sg,Парень с цветами встретил (свою) учительницу.,00:25:07.871,00:25:23.320,"Я предложила qlawəɬ-a. Она сказала, что можно, не повторила, сказала, что нет разницы.",TTI,,,,,qlawəɬ ɣa-təŋesʔə-ma ɬʔu-ni-n (sinit-kin) keɬi-nə-ɣjiw-etə-ɬʔə-n,цветок,
11,TTI_20230703@TK_12,t-ra-kəkwa-jɣ-at-ɣʔ-a,1sg.s/a-fut-cухой-distr.o-vb-th,Высохнет,00:27:07.096,00:27:11.146,,TTI,,,,,t-ra-kəkwa-jɣ-at-ɣʔ-a,,
12,TTI_20230703@TK_13,keɬi-nə-ɣjiw-etə-ɬʔə-n ɬʔu-ni-n alʲos̆a (/alʲos̆a-na) ɣa-təŋesʔə-ma,писать-tr-знак-vb-attr-nom.sg видеть-3sg.a.3sg.o-3sg.o лёша (/лёша-ins) com-цветок-sim,Учительницу встретил Лёша с цветами.,00:29:22.991,00:29:30.371,"#бином ""и так, и так можно""",TTI,True,,,,keɬi-nə-ɣjiw-etə-ɬʔə-n ɬʔu-ni-n alʲos̆a (/alʲos̆a-na) ɣa-təŋesʔə-ma,цветок,(/лёша
13,TTI_20230703@TK_14,mren-e (/mre-nti) ɣa-panrapɬak-ma ne-jɣutku-[j]ɣəm,комар-ins (/комар-nom.pl) com-мошка-sim low.a-кусать-1sg.o,Комары и мошка меня покусали.,00:31:57.530,00:32:02.700,#небином #бином Оба варианта сама породила через два предложения. Я переспросила. Она подтвердила оба варианта. j скорее всего из np.1sg,TTI,True,True,,,mren-e (/mre-nti) ɣa-panrapɬak-ma ne-jɣutku-[j]ɣəm,мошка,комар
14,TTI_20230703@TK_15,ne-jɣutku-[j]ɣəm mren-e ɣa-panrapɬak-ma,low.a-кусать-1sg.o комар-ins com-мошка-sim,Меня покусали комары и мошка.,00:32:31.185,00:32:36.030,"Я: можно mre-nti. Она: можно и так, и так, смысл один. Но не повторила.",TTI,,,,,ne-jɣutku-[j]ɣəm mren-e ɣa-panrapɬak-ma,мошка,комар
15,TTI_20230703@TK_16,termesə-qlaweɬ ɣe-tumɣə-me ɣa-n-sarejpa-u-ɬina-t məsəkwə-t,грубый-мужчина com-друг-sim pf-tr-пачкать-cs-pf.3sg-pl рубашка-pl,Хулиган с другом испачкали рубашки.,00:35:07.590,00:35:20.008,"Что-то с ɣe-tumɣ-e случилось. C ins вроде разрешила, c sinitkinet вроде разрешила оба варианта. Но не повторила.",TTI,,,,,termesə-qlaweɬ ɣe-tumɣə-me ɣa-n-sarejpa-u-ɬina-t məsəkwə-t,друг,
16,TTI_20230703@TK_17,ɣəət na-ra-ɬpənrə-ɣət ənne-e ʔorawetɬʔa-ta ɣ-ʔanə-ma,ты low.a-fut-давать-2sg.o рыба-ins человек-ins com-крючок-sim,Тебе передаст рыбу человек с удочкой.,00:54:13.815,00:54:30.680,#небином,TTI,,True,,,ɣəət na-ra-ɬpənrə-ɣət ənne-e ʔorawetɬʔa-ta ɣ-ʔanə-ma,крючок,рыба
17,TTI_20230703@TK_18,ɣ-ʔanə-ma ʔorawetɬʔa-ta na-ra-ɬpənrə-ɣət ənneen,com-крючок-sim человек-ins low.a-fut-давать-2sg.o рыба,Тебе передаст рыбу человек с удочкой.,00:55:12.910,00:55:23.170,,TTI,,,,,ɣ-ʔanə-ma ʔorawetɬʔa-ta na-ra-ɬpənrə-ɣət ənneen,крючок,человек
18,TTI_20230703@TK_19,ʔorawetɬʔa-ta ɣ-ʔanə-ma na-ra-ɬpənrə-ɣət ənn-e,человек-ins com-крючок-sim low.a-fut-давать-2sg.o рыба,Тебе передаст рыбу человек с удочкой.,00:55:55.325,00:56:00.675,"#небином Бином разрешила, но не повторила.",TTI,,True,,,ʔorawetɬʔa-ta ɣ-ʔanə-ma na-ra-ɬpənrə-ɣət ənn-e,крючок,человек
19,TTI_20230703@TK_20,ne-re-jəɬ-ɣət,low.a-fut-давать-2sg.o,Передаст,00:56:18.850,00:56:21.390,,TTI,,,,,ne-re-jəɬ-ɣət,,
20,TTI_20230703@TK_21,ɬəjwə-tku-ʔorawetɬʔa-n,идти-iter-человек-nom.sg,Путешественник,00:57:40.340,00:57:43.090,Гармония поломалась,TTI,,,,,ɬəjwə-tku-ʔorawetɬʔa-n,,
21,TTI_20230703@TK_22,sajok ɣ-om-aw-ɬen ɬəjwə-tku-ʔorawetɬʔa-n,чай-eat-loc pf-согреться-cs-pf.3sg идти-iter-человек-nom.sg,"Выпив чай, путешественник согрелся",00:58:19.022,00:58:27.720,,TTI,,,,,sajok ɣ-om-aw-ɬen ɬəjwə-tku-ʔorawetɬʔa-n,,
22,TTI_20230703@TK_23,taqʔat ɣa-saj-ma ɣa-n-om-aw-ɬen ʔorawetɬʔa-n,запас.в.дорогу com-чай-sim pf-tr-согреваться-cs-pf.3sg человек-nom.sg,Перекус с чаем согрели путника.,00:59:21.082,00:59:35.480,Я слышу tʔaqat. #бином,TTI,True,,,,taqʔat ɣa-saj-ma ɣa-n-om-aw-ɬen ʔorawetɬʔa-n,чай,
23,TTI_20230703@TK_24,ətlʔa ɣe-ŋe-ekke-te ne-tejək-ɣʔe-n ʔinnə-kemɬiɬ,мать com-fem-сын-ins low.a-делать-th-3sg.o шея-круг,Мама с дочкой связали шарф.,01:04:07.094,01:04:13.634,#бином,TTI,True,,,,ətlʔa ɣe-ŋe-ekke-te ne-tejək-ɣʔe-n ʔinnə-kemɬiɬ,fem-сын,
24,TTI_20230703@TK_25,mikə-ne ∅-tejkə-ni-n? ətlʔa ɣe-ŋe-ekke-te ɣe-tejəkə-ɬin ʔinnə-kemɬiɬ,кто-an.ins 2/3.s/a-делать-3sg.a.3.o-3sg.o мать com-fem-сын-ins pg-делать-pf.3sg шея-круг,Кто связал? Мама с дочкой связали шарф.,01:05:00.572,01:05:21.920,#бином,TTI,True,,,,mikə-ne ∅-tejkə-ni-n? ətlʔa ɣe-ŋe-ekke-te ɣe-tejəkə-ɬin ʔinnə-kemɬiɬ,fem-сын,кто
25,TVI_20230713@TK_1,ɣa-nanana-ma tə-jet-ɣʔe-k omwaamw-etə,com-ребёнок-sim 1sg.s/a-приходить-th-1sg.s амгуэма-dat,С ребёнком/детьми приехала в Амгуэму.,00:00:55.880,00:01:00.940,,TVI,,,,,ɣa-nanana-ma tə-jet-ɣʔe-k omwaamw-etə,ребёнок,
26,TVI_20230713@TK_2,ʔəttʔə-qaj tə-jəɬ-ɣʔe-n ətɬəɣ-etə ənkʔam ətlʔa-ɣtə,собака-dim 1sg.s/a-давать-th-3sg.o отец-dat и мать-dat,Отдала собаку папе и маме.,00:05:48.950,00:05:55.320,"ɣ-ətlʔa-ta здесь не подходит, но можно рассказать сказку папе с мамой (ətɬəɣ-etə ɣ-ətlʔa-ta)",TVI,,,,,ənkʔam,,
27,TVI_20230713@TK_3,ɣəm-nan tə-twə-ɣʔa-n ɬəmŋəɬ ətɬəɣ-etə ɣ-ətlʔa-ta,я-ins 1sg.s/a-рассказывать-th-3sg.o сказка отец-dat com-мать-ins,Я рассказала сказку папе с мамой.,00:06:55.870,00:07:04.445,(папе и маме даже с таким порядком),TVI,,,,,ɣəm-nan tə-twə-ɣʔa-n ɬəmŋəɬ ətɬəɣ-etə ɣ-ətlʔa-ta,мать,я
28,TVI_20230713@TK_4,ɣəm-nan tə-peɬa-ɣʔa-n ʔəttʔə-qaj ətɬəɣə-k ɣ-ətlʔa-ta,я-ins 1sg.s/a-оставлять-th-3sg.o собака-dim отец-loc com-мать-ins,Я оставила собаку у папы с мамой.,00:07:37.620,00:07:48.366,,TVI,,,,,ɣəm-nan tə-peɬa-ɣʔa-n ʔəttʔə-qaj ətɬəɣə-k ɣ-ətlʔa-ta,мать,я
29,TVI_20230713@TK_5,mren-e ne-nu-ɣəm,комар-ins low.a-кусать-1sg.o,Комары меня покусали.,00:08:32.922,00:08:36.532,"Не знает, как будут мошки.",TVI,,,,,mren-e ne-nu-ɣəm,,комар
30,TVI_20230713@TK_6,ʔeqeɣni-k ɣa-taŋ-pʔa-ɬin neɬɣən,солнцепёк-loc pf-good-сохнуть-pf.3sg шкура,В солнечную погоду хорошо высохла шкура.,00:10:55.290,00:10:59.927,"kətəjɣ-a ɣa-terkə-ma na-nəpʔaw-n neɬɣən - правильно, но так говорят начинающие (не надо говорить, что именно высушило, и так понятно)",TVI,,,,,ʔeqeɣni-k ɣa-taŋ-pʔa-ɬin neɬɣən,,
31,TVI_20230713@TK_7,ətɬʔa-qaj ɣe-ekke-te seekej kenti-nŋe-ɣʔe-t,мать-dim com-сын-ins вместе конфета-get-th-pl,Мама с сыном купили конфеты.,00:16:59.520,00:17:04.100,На переходность не согласилась.,TVI,,,,,ətɬʔa-qaj ɣe-ekke-te seekej kenti-nŋe-ɣʔe-t,сын,
32,TVI_20230713@TK_8,qora-nɬe-ɬʔ-a (*/qoran-ɬʔeɬʔə-t) ɣe-ʔəttʔə-ma ne-nli-ne-t qaamkən,олень-поворачивать-attr-ins (*/олень-поворачивать-attr-pl) com-собака-sim low.a-поворачивать-3sg.кусок.стада,Пастухи с собакой свернули кусок стада.,00:19:57.547,00:20:02.650,#запретнабином,TVI,,,True,,qora-nɬe-ɬʔ-a (*/qoran-ɬʔeɬʔə-t) ɣe-ʔəttʔə-ma ne-nli-ne-t qaamkən,собака,олень-поворачивать-attr
33,TVI_20230713@TK_9,*saket-etə ɣe-tumɣ-e ∅-jət-ɣʔ-i inna,сестра-dat com-друг-ins 2/3.s/a-приходить-th-2/3sg.s инна,"Ожидание: ""К сестре с мужем пришла Инна"".",00:27:51.582,00:27:56.722,"Вообще ей непонятно, кто к кому и с кем. Порядок сильно сбивает.",TVI,,,,,*saket-etə ɣe-tumɣ-e ∅-jət-ɣʔ-i inna,друг,
35,"RGD,RDA_20230705@TK_1",(ji)sʔemittumɣ-e ne-ʔejŋew-n əmmemə,брат-ins low.a-звать-3sg.o мама,Братья позвали маму.,00:00:38.870,00:00:44.000,,"RGD,RDA",,,,,(ji)sʔemittumɣ-e ne-ʔejŋew-n əmmemə,,брат
36,"RGD,RDA_20230705@TK_2",ətɬeŋju-t ənkʔam sakeɣet,младший.брат-pl и сестра,Братья с сестрой,00:01:44.557,00:01:47.297,,"RGD,RDA",,,,,ənkʔam,,
37,"RGD,RDA_20230705@TK_3",jisʔemret,брат.pl,Братья (и сёстры),00:02:43.900,00:02:45.630,,"RGD,RDA",,,,,jisʔemret,,
38,"RGD,RDA_20230705@TK_4",ətɬeŋju-t ɣa-saket-ta ərɣə-nan (n-)ʔejŋew-n əmmemə,младший.брат-pl com-сестра-ins они-ins low.a-звать-3sg.o мама,Братья с сестрой позвали маму.,00:02:58.380,00:03:09.910,#восстановление #бином (ок без повторения),"RGD,RDA",True,,,,ətɬeŋju-t ɣa-saket-ta ərɣə-nan (n-)ʔejŋew-n əmmemə,сестра,они
39,"RGD,RDA_20230705@TK_5",ətɬʔa (n-)ʔejŋew-n (ji)sʔemittumɣ-e ɣa-saket-ta,мать low.a-звать-3sg.o брат-ins com-сестра-ins,Маму позвали братья с сестрой.,00:03:18.970,00:03:25.630,#небином,"RGD,RDA",,True,,,ətɬʔa (n-)ʔejŋew-n (ji)sʔemittumɣ-e ɣa-saket-ta,сестра,брат
40,"RGD,RDA_20230705@TK_6",ətɬeŋju-t ɣa-saket-ta (n-)ʔejŋew-n ətɬʔa,младший.брат-pl com-сестра-ins low.a-звать-3sg.o мать,Братья с сестрой позвали маму.,00:03:43.650,00:03:50.514,#бином от RDA,"RGD,RDA",True,,,,ətɬeŋju-t ɣa-saket-ta (n-)ʔejŋew-n ətɬʔa,сестра,
41,"RGD,RDA_20230705@TK_7",ətɬʔa (n-)ʔejŋew-n ətɬeŋju-te (*/ətɬeŋju-t) ɣa-saket-ta,мама low.a-звать-3sg.o младший.брат-ins (*/младший.брат-pl)   com-сестра-ins,Маму позвали братья с сестрой.,00:03:57.200,00:04:05.542,"#небином от RDA, считающей, что говорит то же самое. #запретнабином","RGD,RDA",,True,True,,ətɬʔa (n-)ʔejŋew-n ətɬeŋju-te (*/ətɬeŋju-t) ɣa-saket-ta,сестра,младший.брат
42,"RGD,RDA_20230705@TK_8",mikə-ne n-ʔejŋew-n əmmemə? jisʔemittumɣ-e ənkʔam saket-ta,кто-an.ins low.a-звать-3sg.o мама? брат-ins и сестра-ins,Кто позвал маму? Брат(ья) и сестра.,00:04:22.190,00:04:37.430,#небином,"RGD,RDA",,True,,,ənkʔam,,кто
43,"RGD,RDA_20230705@TK_9",kətiəɣ-a (??/kətiəɣə-n) ɣa-terkə-ma na-nəpʔaw-n neɬɣən,ветер-ins (??/ветер-nom.sg) com-солнце-sim low.a-сушить-3sg.o шкура,Ветер с солнцем высушили шкуру.,00:04:50.010,00:04:53.900,"#небином Я предложила nom, они сказали, что можно, но RGD услышал (повторил) kətiəɣə-?əm.","RGD,RDA",,True,,,kətiəɣ-a (??/kətiəɣə-n) ɣa-terkə-ma na-nəpʔaw-n neɬɣən,солнце,ветер
44,"RGD,RDA_20230705@TK_10",kətiəɣ-a ənkʔam tirk-e na-nəpʔaw-n neɬɣən,ветер-ins и солнце-ins low.a-сушить-3sg.o шкура,Ветер и солнце высушили шкуру.,00:05:30.165,00:05:34.605,#небином,"RGD,RDA",,True,,,ənkʔam,солнце-ins,ветер
45,"RGD,RDA_20230705@TK_11",neɬɣən na-nəpʔaw-n ?kətiəɣə-n (?/kətiəɣ-a) ɣa-terkə-ma,шкура low.a-сушить-3sg.o ?ветер-nom.sg (?/ветер-ins) com-солнце-sim,Шкуру высушили ветер с солнцем.,00:05:39.805,00:05:46.365,Оба варианта одобрили без повторения.,"RGD,RDA",,,,,neɬɣən na-nəpʔaw-n ?kətiəɣə-n (?/kətiəɣ-a) ɣa-terkə-ma,солнце,(?/ветер
46,"RGD,RDA_20230705@TK_12",ətɬʔa-ta ɣe-ŋe-ekke-te ne-rkur-ne-t (/∅-kur-ni-ne-t) kenti-t,мать-ins com-fem-сын-ins low.a-покупать-3sg.o-pl (/2/3.s/a-покупать-3sg.a3.o-3sg.o-pl) конфеты-pl,Мама с дочкой купили конфеты,00:07:34.495,00:07:41.550,,"RGD,RDA",,,,,ətɬʔa-ta ɣe-ŋe-ekke-te ne-rkur-ne-t (/∅-kur-ni-ne-t) kenti-t,fem-сын,мать
47,"RGD,RDA_20230705@TK_13",ətɬʔa ɣe-ŋe-ekke-te ne-rkur-ne-t (/∅-kur-ni-ne-t) kenti-t,мама com-fem-сын-ins low.a-покупать-3sg.o-pl   (/2/3.s/a-покупать-3sg.a3.o-3sg.o-pl) конфеты-pl,Мама с дочкой купили конфеты.,00:07:51.750,00:07:56.072,"#бином Я предложила начало, DSA повторила, RGD одобрил.","RGD,RDA",True,,,,ətɬʔa ɣe-ŋe-ekke-te ne-rkur-ne-t (/∅-kur-ni-ne-t) kenti-t,fem-сын,
48,"RGD,RDA_20230705@TK_14",ətɬʔa-ta ɣe-ŋe-ekke-te ne-rkur-ne-t kenti-t senet-uwek-eɣtə,мама-ins com-fem-сын-ins low.a-покупать-3sg.o-pl конфеты-pl   сам-тело-dat,Мама с дочкой купили для себя конфеты.,00:08:17.591,00:08:23.501,,"RGD,RDA",,,,,ətɬʔa-ta ɣe-ŋe-ekke-te ne-rkur-ne-t kenti-t senet-uwek-eɣtə,fem-сын,мама
49,"RGD,RDA_20230705@TK_15",meŋin ɣe-ŋe-ekek-qa-e ɣe-kenti-nŋe-ɬin?,кто com-fem-сын-dim-ins pf-конфета-get-pf.3sg,Кто с девочкой конфеты купил?,00:09:01.768,00:09:05.718,,"RGD,RDA",,,,,meŋin ɣe-ŋe-ekek-qa-e ɣe-kenti-nŋe-ɬin?,fem-сын-dim,
50,"RGD,RDA_20230705@TK_16",mikə-ne ɣe-ŋe-ekke-te ne-rkur-ne-t kenti-t?,кто-an.ins pf-fem-сын-sim low.a-покупать-3sg.o-pl конфеты-pl,Кто с дочкой купил конфеты?,00:09:17.733,00:09:22.443,Я: можно тут meŋin? RDA: meŋin ɣe-kenti-nŋe-ɬin ŋe-ekek-qaj-ɣ=reen?,"RGD,RDA",,,,,mikə-ne ɣe-ŋe-ekke-te ne-rkur-ne-t kenti-t?,,кто
51,"RGD,RDA_20230705@TK_17",meŋin ɣe-kenti-nŋe-ɬin ŋe-ekek-qaj-ɣ=reen?,кто pf-конфета-get-pf.3sg fem-сын-dim-loc=вместе,Кто купил конфеты с дочкой?,00:09:36.198,00:09:39.808,,"RGD,RDA",,,,,meŋin ɣe-kenti-nŋe-ɬin ŋe-ekek-qaj-ɣ=reen?,fem-сын-dim-loc,
52,"RGD,RDA_20230705@TK_18",mren-e=ʔəm panrapɬak-a ne-jɣu-wəm,комар-ins=emph мошка-ins low.a-кусать-1sg.o,Комары и мошка меня покусали.,00:26:35.852,00:26:42.492,,"RGD,RDA",,,,,mren-e=ʔəm panrapɬak-a ne-jɣu-wəm,,комар
53,"RGD,RDA_20230705@TK_19",mren-e (/mre-nti) ɣa-panrapɬak-ma ne-jɣu-ɣəm (/ne-nu-ɣəm),комар-ins (/комар-pl) com-мошка-sim low.a-кусать-1sg.o (/low.a-кусать-1sg.o),Комары и мошка меня покусали.,00:27:17.142,00:27:23.202,"Я предложила бином, RDA повторила. #бином","RGD,RDA",True,,,,mren-e (/mre-nti) ɣa-panrapɬak-ma ne-jɣu-ɣəm (/ne-nu-ɣəm),мошка,комар
54,"RGD,RDA_20230705@TK_20",ne-jɣu-ɣəm mren-e (*/mre-nti) ɣa-panrapɬak-ma,low.a-кусать-1sg.o комар-ins (*/комар-pl) com-мошка-sim,Меня покусали комары и мошка.,00:28:07.017,00:28:14.207,уверенный #запретнабином,"RGD,RDA",,,True,,ne-jɣu-ɣəm mren-e (*/mre-nti) ɣa-panrapɬak-ma,мошка,комар
55,"RGD,RDA_20230705@TK_21",(mren-e ne-jɣu-ɣəm ɣa-panrapɬak-ma),(комар-ins low.a-кусать-1sg.o com-мошка/обувь.из.камусов-sim),Комары меня покусали...,00:28:26.600,00:28:32.922,"RDA: Как будто комары тебя покусали, а ты в торбазах была.","RGD,RDA",,,,,(mren-e ne-jɣu-ɣəm ɣa-panrapɬak-ma),мошка/обувь.из.камусов,(комар
56,"RGD,RDA_20230705@TK_22","mikə-ne ne-jɣu-ɣət? mren-e ɣa-panrapɬak-ma (/,panrapɬak-a)","кто-an.ins low.a-кусать-2sg.o? комар-ins com-мошка-sim (/,мошка-ins)",Кто тебя покусал? Комары и мошка.,00:29:33.981,00:29:46.610,,"RGD,RDA",,,,,"mikə-ne ne-jɣu-ɣət? mren-e ɣa-panrapɬak-ma (/,panrapɬak-a)",мошка,кто
57,"RGD,RDA_20230705@TK_23",mren-e ənkʔam panrapɬak-a (*/mre-nti ənkʔam panrapɬakə-t) ne-jɣu-ɣəm,комар-ins и мошка-ins (*/комар-pl и мошка-pl) low.a-кусать-1sg.o,Комары и мошка меня покусали.,00:30:05.380,00:30:12.311,#запретнабином,"RGD,RDA",,,True,,ənkʔam,мошка-ins,комар
58,"RGD,RDA_20230705@TK_24",taqʔat enkʔam saj-pat na-n-om-aw-at-ɣʔa-n təɬe-ɬʔə-n,запас.в.дорогу и чай-варить low.a-tr-согреваться-cs-vb-th-3sg.o идти-attr-nom.sg,Перекус и чай согрели путника.,00:30:39.465,00:30:51.930,#бином,"RGD,RDA",True,,,,taqʔat enkʔam saj-pat na-n-om-aw-at-ɣʔa-n təɬe-ɬʔə-n,чай-варить,
59,"RGD,RDA_20230705@TK_25",taqʔ-o-qen na-n-om-aw-at-ʔe-n,запас.в.дорогу-eat-st.3sg low.a-tr-согреваться-cs-vb-th-3sg.o,"Как он поел, согрели его.",00:31:37.555,00:31:40.365,,"RGD,RDA",,,,,taqʔ-o-qen na-n-om-aw-at-ʔe-n,,
60,"RGD,RDA_20230705@TK_26",taqʔat om-qaw-k tɬe-ɬʔə-k,запас.в.дорогу согреваться-nzr-loc идти-attr-loc,Перекус согревающий для путника.,00:32:05.598,00:32:09.708,,"RGD,RDA",,,,,taqʔat om-qaw-k tɬe-ɬʔə-k,идти,
61,"RGD,RDA_20230705@TK_27",taqʔat ɣa-saj-ma na-n-om-aw-at-ɣʔa-n tɬe-lʔə-n,перекус com-чай-sim low.a-tr-согреваться-cs-vb-th-3sg.o   идти-attr-nom.sg,Перекус с чаем согрели путника.,00:32:28.550,00:32:35.193,#бином,"RGD,RDA",True,,,,taqʔat ɣa-saj-ma na-n-om-aw-at-ɣʔa-n tɬe-lʔə-n,чай,
62,"RGD,RDA_20230705@TK_28",ɬe-lʔə-n na-n-om-aw-at-ɣʔa-n taqʔat-a ɣa-saj-ma,идти-attr-nom.sg low.a-tr-согреваться-cs-vb-th-3sg.o перекус-ins com-чай-sim,Путника согрели перекус с чаем.,00:32:40.962,00:32:49.512,,"RGD,RDA",,,,,ɬe-lʔə-n na-n-om-aw-at-ɣʔa-n taqʔat-a ɣa-saj-ma,чай,перекус
63,"RGD,RDA_20230705@TK_29",req-e na-n-om-aw-at-ɣʔa-n tɬe-lʔə-n? saj-pat-a ənkʔam taqʔat,что-ins low.a-tr-согреваться-cs-vb-th-3sg.o идти-attr-nom.sg чай-варить-ins и запас.в.дорогу,Что согрело путника? Чай и перекус.,00:33:30.347,00:33:37.550,ааа проблема,"RGD,RDA",,,,,ənkʔam,идти,что
64,"RGD,RDA_20230705@TK_30",ərɣə-nan na-n-om-aw-at-ɣʔa-n tɬe-lʔə-n,они-ins low.a-tr-согреваться-cs-vb-th-3sg.o идти-distr.o-attr-nom.sg,Они согрели путника.,00:33:43.278,00:33:47.310,,"RGD,RDA",,,,,ərɣə-nan na-n-om-aw-at-ɣʔa-n tɬe-lʔə-n,идти-distr.o,они
65,"RGD,RDA_20230705@TK_31",ənan ∅-jʔo-ni-n qora-ŋə,он.ins 2/3.s/a-догонять-3sg.a.3sg.o-3sg.o олень-nom.sg,Он догнал оленя.,00:52:27.646,00:52:32.436,,"RGD,RDA",,,,,ənan ∅-jʔo-ni-n qora-ŋə,,
66,RGD_20230708@TK_1,qaawaɬʔə-n ∅-ekwet-ɣʔ-i ɣ-ʔəttʔə-ma,пастух-nom.sg 2/3.s/a-отправляться-th-2/3sg.s com-собака-sim,Пастух отправился с собакой.,00:17:38.050,00:17:43.794,,RGD,,,,,qaawaɬʔə-n ∅-ekwet-ɣʔ-i ɣ-ʔəttʔə-ma,собака,
67,RGD_20230708@TK_2,rəjwəɬʔ-e qaamkən ∅-jʔo-ni-n ɣe-ʔəttʔə-ma,пасти.оленей.ночью-attr-ins отбившийся.кусок 2/3.s/a-догонять-3sg.a.3.o-3sg.o сom-собака-sim,Дежурный догнал кусок стада.,00:18:08.509,00:18:12.399,,RGD,,,,,rəjwəɬʔ-e qaamkən ∅-jʔo-ni-n ɣe-ʔəttʔə-ma,пасти.оленей.ночью,пасти.оленей.ночью-attr
