,id,transcription,gloss,translation,start,end,comment,author,binom,notbinom,*binom,*notbinom,com_type,companion,ins-participant
461,ENP_20220817@TK_37,ʔaasek-∅ ɣa-təŋasʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,парень-nom.sg com-цветок-sim st-inv-ждать-st.3sg девушка-nom.sg,Парень с букетом ждал девушку.,00:50:29.580,00:50:35.821,"#бином Дальше идёт размышление, можно ли ʔaasek-a. Вроде можно, но вроде не очень.",ENP,True,,,,ʔaasek-∅ ɣa-təŋasʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,цветок,
462,ENP_20220817@TK_38,ɣənan ∅-ren-ni-n saɣənа weɬətko-ra-epə?,ты.ins 2/3.s/a-приносить-3sg.a.3.o-3sg.o чай базар-жилище-abl,Ты принёс чай?,00:52:08.505,00:52:11.326,Должно быть ∅-ret-ʔe-n (2/3.s/a-приносить-th-3sg.o),ENP,,,,,ɣənan ∅-ren-ni-n saɣənа weɬətko-ra-epə?,,
463,ENP_20220817@TK_39,ɣa-saket-ta saj-rat-ʔ-ə?,сom-сестра-ins 2/3.s/a-чай-приносить-th-2/3sg.s,Ты с сестрой принёс чаю?,00:52:50.918,00:52:54.944,,ENP,,,,,ɣa-saket-ta saj-rat-ʔ-ə?,,сom-сестра
464,ENP_20220817@TK_40,ɣənan ɣa-saket-tomɣ-e ∅-retə-tkə saɣəna,ты.ins com-сестра-друг-ins 2/3.s/a-приносить-2pl.a.3.o чай,Ты с сестрой принесли чай?,00:53:10.105,00:53:17.959,"Я пыталась выспросить, можно ли ɣət ɣa-saket-tomɣ-e. Она не ответила.",ENP,,,,,ɣənan ɣa-saket-tomɣ-e ∅-retə-tkə saɣəna,сестра-друг,
465,TGA_20230710@TK_1,kəmeŋə-pʔopoqə-ɬɣə-n,рожать-полярная.морковь-sing-nom.sg,Семейный пъупуӄ,00:48:44.210,00:48:45.880,,TGA,,,,,kəmeŋə-pʔopoqə-ɬɣə-n,,
466,TGA_20230710@TK_2,ʔaqaɣne-kətəjɣ-a ∅-rəpʔaw-ne-n neɬɣə-n,солнцепёк-ветер-ins 2/3.s/a-сушить-3sg.a.3.o-3sg.o шкура-nom.sg,Ветер с солнцем высушили шкуру.,01:01:32.930,01:01:36.625,"""Ветряное солнце"" - её перевод",TGA,,,,,ʔaqaɣne-kətəjɣ-a ∅-rəpʔaw-ne-n neɬɣə-n,,солнцепёк-ветер
467,TGA_20230710@TK_3,ʔaqaɣne-kətəjɣə-n ∅-naɬɣə-nəpʔak-wʔ-e,солнцепёк-ветер-ins 2/3.s/a-шкура-сушить-th-2/3sg.s,Ветер с солнцем высушили шкуру.,01:07:20.990,01:07:25.350,,TGA,,,,,ʔaqaɣne-kətəjɣə-n ∅-naɬɣə-nəpʔak-wʔ-e,,солнцепёк-ветер
468,TGA_20230710@TK_4,kətəjɣə-n ʔeqeɣni ∅-rəpʔaw-ne-na-t neɬɣə-t,ветер-nom.sg солнцепёк 2/3.s/a-сушить-3sg.a.3.o-3sg.o-pl шкура-pl,Ветер с солнцем высушили шкуры.,01:09:13.580,01:09:21.620,"#бином И глагол с sg! В 1:09:58 она снова произносит целиком, там снова sg... И потом ещё раз. Хотя Лёша считает, что тут и дальше по 3 предложения",TGA,True,,,,kətəjɣə-n ʔeqeɣni ∅-rəpʔaw-ne-na-t neɬɣə-t,,
469,TGA_20230710@TK_5,neɬɣə-n na-nəpʔaw-n kətəjɣ-a ənkʔam tirk-e (*/kətəjɣə-n ənkʔam tirkətir),шкура-nom.sg low.a-сушить-3sg.o ветер-ins и солнце-ins (*ветер-nom.sg  и солнце),Шкуру высушили ветер и солнце.,01:12:41.338,01:12:57.410,#небином #запретнабином (на повторяла по слову за мной и поправила),TGA,,True,True,,ənkʔam,солнце-ins,ветер
470,TGA_20230710@TK_6,ɣəm sas̆a-na=reen kənmaɬ seekej mtə-keɬi-ŋe-n keɬikeɬ,я саша-an.ins=вместе вместе вместе 1pl.s/a-писать-fut-3sg.o книга,Я с Сашей вместе напишем книжку.,01:16:24.500,01:16:31.840,#бином,TGA,True,,,,ɣəm sas̆a-na=reen kənmaɬ seekej mtə-keɬi-ŋe-n keɬikeɬ,саша-an.ins,саша
471,TGA_20230710@TK_7,ɣəm-nan ənkʔam sas̆a mt-re-keɬi-ŋe-n keɬikeɬ,я-ins саша 1pl.s/a-fut-писать-fut-3sg.o книга,Я и Саша напишем книжку.,01:16:48.980,01:16:54.080,#небином,TGA,,True,,,ənkʔam,,я
472,TGA_20230710@TK_8,sas̆a amnan ∅-re-te-keɬi-ŋ-ɣʔe,саша сам 2/3.s/a-fut-make-писать-make-th,Саша сама напишет книгу.,01:16:57.963,01:17:02.325,,TGA,,,,,sas̆a amnan ∅-re-te-keɬi-ŋ-ɣʔe,,
473,TGA_20230710@TK_9,tanʲa sas̆a ne-re-keɬi-ŋe-n keɬikeɬ,таня саша low.a-fut-писать-fut-3sg.o книга,Таня и Саша напишут книгу.,01:17:33.013,01:17:40.288,Есть таинственный призвук n: sas̆a-n,TGA,,,,,tanʲa sas̆a ne-re-keɬi-ŋe-n keɬikeɬ,,
474,TGA_20230710@TK_10,te-keɬi-ŋ-qine-t,make-писать-make-st.3sg-pl,Пишут книгу.,01:17:43.038,01:17:44.950,,TGA,,,,,te-keɬi-ŋ-qine-t,,
475,TGA_20230710@TK_11,sas̆a-na ənkʔam tanʲa-na ne-re-keɬi-ŋe-n keɬikeɬ,саша-ins и таня-ins low.a-fut-писать-fut-3sg.o книга,Саша и Таня напишут книгу.,01:18:07.388,01:18:13.813,"#небином (я спросила, можно ли, она разрешила и повторила)",TGA,,True,,,ənkʔam,таня-ins,саша
476,TGA_20230710@TK_12,inna-na arnolʲdavna-na,инна-ins арнольдовна-ins,Инна Арнольдовна (А-участник),01:18:30.263,01:18:34.813,,TGA,,,,,inna-na arnolʲdavna-na,,инна
477,TGA_20230710@TK_13,inna ɣe-ŋe-ekke-te keɬikeɬ ne-re-keɬi-ŋe-n,инна com-fem-сын-ins книга low.a-fut-писать-fut-3sg.o,Инна с дочкой напишут книгу.,01:20:09.963,01:20:17.750,#бином,TGA,True,,,,inna ɣe-ŋe-ekke-te keɬikeɬ ne-re-keɬi-ŋe-n,fem-сын,
478,TGA_20230710@TK_14,inna ɣe-ŋe-ekke-te n-te-keɬisi-ŋ-qine-t,инна com-fem-сын-ins st-make-писать-make-st.3sg-pl,Инна с дочкой уже пишут книгу.,01:20:19.163,01:20:25.938,,TGA,,,,,inna ɣe-ŋe-ekke-te n-te-keɬisi-ŋ-qine-t,fem-сын,
479,TGA_20230710@TK_15,mike-ne keɬisit-ni-n jara-ŋə=n?,кто-an.ins 2/3.s/a-писать-3sg.a.3.o-3sg.o яранга-nom.sg=ptcl,Кто нарисовал ярангу?,01:22:37.675,01:22:45.925,,TGA,,,,,mike-ne keɬisit-ni-n jara-ŋə=n?,,кто
480,TGA_20230710@TK_16,epeqej keŋuneŋə-ɬʔə-n ∅-ren-ni-ne-t taqʔat,бабушка посох-attr-nom.sg 2/3.s/a-приносить-3sg.a.3.o-3sg.o-pl запас.в.дорогу,Бабушка с посохом принесла перекус в дорогу.,01:27:23.640,01:27:30.300,#бином Сказала несколько раз.,TGA,True,,,,epeqej keŋuneŋə-ɬʔə-n ∅-ren-ni-ne-t taqʔat,посох,
481,TGA_20230710@TK_17,epeqej ɣa-kaŋonaw-ma ∅-ren-ni-ne-t taqʔat,бабушка com-посох-sim 2/3.s/a-приносить-3sg.a.3.o-3sg.o-pl   запас.в.дорогу,Её перевод: Бабушка принесла перекус в дорогу и посох.,01:28:39.288,01:28:46.138,"#важно #бином (не чистый пример по падежу, потому что она повторяла за мной)",TGA,True,,,,epeqej ɣa-kaŋonaw-ma ∅-ren-ni-ne-t taqʔat,посох,
483,TGA_20230710@TK_19,ʔorawetɬʔ-a ɣite-neŋe-tku-ɬʔə-n meɬota-ɬɣə-n ∅-ɬʔu-ni-n,человек-ins смотреть-tool-iter-attr-nom.sg заяц-sing-nom.sg 2/3.s.a-видеть-3sg.a.3.o-3sg.o,Человек с биноклем зайца увидел.,01:45:30.970,01:45:35.350,"#небином Интересно, что не ʔorawetɬʔa-ta, дальше она говорит ʔorawetɬʔa-ta. (очень долго собирала предложение, там были и ins с непереходным глаголом)",TGA,,True,,,ʔorawetɬʔ-a ɣite-neŋe-tku-ɬʔə-n meɬota-ɬɣə-n ∅-ɬʔu-ni-n,смотреть-tool-iter,человек
484,DMP_20220813@TK_1,ɣəm ɣa-sakət-a n-wət-ɣese-jɣəm,я com-сестра-ins st-лист-собирать-np.1sg,Я с сестрой листочки собираю.,00:14:02.500,00:14:07.670,#бином,DMP,True,,,,ɣəm ɣa-sakət-a n-wət-ɣese-jɣəm,сестра,
485,DMP_20220813@TK_2,ɣəm ɣa-sakət-a mte-wətə.ŋaɬ-mək,я com-сестра-ins 1pl.s/a-листочкособирать-1pl.s/o,Я с сестрой собираю листочек.,00:14:14.305,00:14:22.565,,DMP,,,,,ɣəm ɣa-sakət-a mte-wətə.ŋaɬ-mək,сестра,
486,DMP_20220813@TK_3,muri ɣa-sakət-ta n-ine-ɣisi-muri wətwət-te,мы com-сестра-ins st-inv-собирать-np.1pl лист-pl,Мы с сестрой собираем листочки.,00:14:39.415,00:14:43.700,#бином,DMP,True,,,,muri ɣa-sakət-ta n-ine-ɣisi-muri wətwət-te,сестра,
487,DMP_20220813@TK_4,ɣəm ɣa-sakət-a n-ine-ɣisi-jɣəm (/n-ine-ɣisi-muri) wətwət-te,я com-сестра-ins st-inv-собирать-np.1sg st-inv-собирать-np.1pl лист-pl,Я с сестрой собираю листочки.,00:14:51.017,00:14:57.797,"#бином n-ine-ɣisi-jɣəm - ты одна собираешь, а сестра как бы рядом. n-ine-ɣisi-muri - вы вместе",DMP,True,,,,ɣəm ɣa-sakət-a n-ine-ɣisi-jɣəm (/n-ine-ɣisi-muri) wətwət-te,сестра,
488,DMP_20220813@TK_5,*ɣəm-nan ɣa-sakət-a n-ine-ɣisi-jɣəm wətwət-te,я-ins com-сестра-ins st-inv-собирать-np.1sg лист-pl,Я с сестрой собираю листочки.,00:15:18.152,00:15:23.202,"Нет, нет.",DMP,,,,,*ɣəm-nan ɣa-sakət-a n-ine-ɣisi-jɣəm wətwət-te,сестра,я
489,DMP_20220813@TK_6,ɣəm-nan n-ine-ɣisi-jɣəm ɣa-sakət-ta wətwət-te,я-ins st-inv-собирать-np.1sg com-сестра-ins лист-pl,Я с сестрой собираю листочки.,00:15:51.020,00:15:56.520,#INS_NOM,DMP,,True,,,ɣəm-nan n-ine-ɣisi-jɣəm ɣa-sakət-ta wətwət-te,сестра,я
490,DMP_20220813@TK_7,morɣə-nan ɣa-sakət-a n-ine-ɣisi-muri wətwət-te,мы-ins com-сестра-ins st-inv-собирать-np.1pl лист-pl,Мы с сестрой собираем листочки.,00:17:25.790,00:17:30.710,"#INS_NOM Интуиция DMP: muri - двоём с сестрой, morɣə-nan - >2. Но она сомневается.",DMP,,True,,,morɣə-nan ɣa-sakət-a n-ine-ɣisi-muri wətwət-te,сестра,мы
491,DMP_20220813@TK_8,morɣə-nan n-ine-ɣisi-muri wətwət-te ɣa-sakət-a,мы-ins st-inv-собирать-np.1pl лист-pl com-сестра-ins,Мы собираем листочки с сестрой.,00:17:45.930,00:17:55.040,"Сильно лучше, чем muri. #INS_NOM",DMP,,True,,,morɣə-nan n-ine-ɣisi-muri wətwət-te ɣa-sakət-a,сестра,мы
492,DMP_20220813@TK_9,ɣənan ∅-rə-ra-ɣt-at-ɣʔa-n,ты.ins 2/3.s/a-caus-жилище-go.to-vb-th-3sg.o,Ты принёс домой (чай)?,00:18:20.995,00:18:24.800,,DMP,,,,,ɣənan ∅-rə-ra-ɣt-at-ɣʔa-n,,
493,DMP_20220813@TK_10,ɣənan ∅-ret-ʔe-n saɣən jara-ɣtə,ты.ins 2/3.s/a-приносить-th-3sg.o чай яранга-dat,Ты принёс домой чаю?,00:18:38.430,00:18:43.180,,DMP,,,,,ɣənan ∅-ret-ʔe-n saɣən jara-ɣtə,,
494,DMP_20220813@TK_11,turi ɣe-tumɣ-e ∅.ren-ŋə-tək saj,вы com-друг-ins wdk.приносить-fut-2pl.a.3.o чай,Ты с другом принесла чай.,00:21:13.420,00:21:18.660,#бином ∅-re-...-ŋə-tkə,DMP,True,,,,turi ɣe-tumɣ-e ∅.ren-ŋə-tək saj,друг,
495,DMP_20220813@TK_12,torɣə-nan ɣe-tumɣ-e ∅.ren-ŋə-tək saj,вы-ins com-друг-ins wdk.приносить-fut-2pl.a.3.o чай,Вы с другом принесли чай?,00:22:37.490,00:22:42.620,"Интуиция DMP: turi - 2+, torɣə-nan - 2+. Но в torɣə-nan вероятнее, что 3+, чем в turi. #INS_NOM",DMP,,True,,,torɣə-nan ɣe-tumɣ-e ∅.ren-ŋə-tək saj,друг,вы
496,DMP_20220813@TK_13,lʲoša tanʲa-na-reen ∅-aɬʔeqat-səqek-wʔa-t waam-etə,лёша таня-an.ins=вместе.с.этим 2/3.s/a-купаться-mcp-th-pl река-dat,Лёша с Таней пошли купаться в Амгуэму.,00:24:44.200,00:24:53.110,,DMP,,,,,lʲoša tanʲa-na-reen ∅-aɬʔeqat-səqek-wʔa-t waam-etə,таня-an.ins,таня
497,DMP_20220813@TK_14,lʲoša ənkʔam tanʲa ∅-aɬʔeqat-səqew-ɬena-t,лёша и таня pf-купаться-mcp-pf.3sg-pl,Лёша с Таней пошли купаться.,00:25:19.120,00:25:27.150,ɣe - PF - потерялось,DMP,,,,,ənkʔam,таня,
498,DMP_20220813@TK_15,lʲoša ɣəmə-ɣ=reen (*/ɣe-ɣəm-nan) ∅-aɬʔeqat-səqew-ɬen,лёша я-loc=вместе.с.этим com-я-ins pf-купаться-mcp-pf.3sg,Лёша со мной пошёл купаться.,00:26:15.785,00:26:22.975,Послушать Лёше.,DMP,,,,,lʲoša ɣəmə-ɣ=reen (*/ɣe-ɣəm-nan) ∅-aɬʔeqat-səqew-ɬen,я,
499,DMP_20220813@TK_16,ivanə-na ∅-jəɬ-ni-n irʔən-∅ tanʲa-na,иван-an.ins 2/3.s/a-давать-3sg.a.3.o-3sg.o кухлянка-nom.sg таня-an.dat,Иван отдал куртку Тане.,00:26:56.680,00:27:00.320,,DMP,,,,,ivanə-na ∅-jəɬ-ni-n irʔən-∅ tanʲa-na,,иван
500,DMP_20220813@TK_17,ivan-∅ ɣe-tumɣ-e ewirʔa-t na-werʔe-ɬpənrə-ɣəm,иван-nom.sg com-друг-ins одежда.из.шкур-ins low.a-одежда.из.шкур-давать-1sg.o,Иван с напарником отдали мне тёплые вещи.,00:28:35.209,00:28:39.096,#бином,DMP,True,,,,ivan-∅ ɣe-tumɣ-e ewirʔa-t na-werʔe-ɬpənrə-ɣəm,друг,одежда.из.шкур
501,DMP_20220813@TK_18,ivan-∅ ɣe-tumɣ-e ewirʔ-e na-ɬpənrə-ɣəm,иван-nom.sg com-друг-ins одежда.из.шкур-ins low.a-давать-1sg.o,Иван с напарником отдали мне тёплые вещи.,00:29:01.032,00:29:05.642,#бином,DMP,True,,,,ivan-∅ ɣe-tumɣ-e ewirʔ-e na-ɬpənrə-ɣəm,друг,одежда.из.шкур
502,DMP_20220813@TK_19,ivan-∅ (/ivanə-na) ɣe-tumɣ-e n-om-qena-t ewirʔə-t ne-jəɬ-ɣəm,иван-nom.sg иван-an.ins com-друг-ins st-тепло-st.3sg-pl  одежда.из.шкур-ins low.a-давать-th-1sg.o,Иван с напарником отдали мне тёплые вещи.,00:29:41.961,00:29:48.622,"#бином, разрешила #INS_NOM",DMP,True,True,,,ivan-∅ (/ivanə-na) ɣe-tumɣ-e n-om-qena-t ewirʔə-t ne-jəɬ-ɣəm,друг,иван
503,DMP_20220813@TK_20,*ivan-∅ ənkʔam tumɣətum-∅ nomqena-t ewirʔə-t ne-jəɬ-ɣəm,иван-nom.sg и друг-nom.sg st-тепло-st.3sg-pl одежда.из.шкур-ins low.a-давать-th-1sg.o,Иван и друг отдали мне тёплые вещи.,00:31:34.372,00:31:56.044,"Наверно, ɣe-tumɣ-e. А ənkʔam тут как-то не лепится. Ну понять можно.",DMP,,,,,ənkʔam,друг-nom.sg,одежда.из.шкур
504,DMP_20220813@TK_21,ətɬəɣ-e ənkʔam ŋe-ekke-te ne-ret-ʔə-n mejŋ-ken tejusɣən-∅,отец-ins и fem-сын-ins low.a-приносить-th-3sg.o большой-rel   мешок-nom.sg,Отец с дочкой принесли большую сумку.,00:32:57.985,00:33:06.227,Я: ətɬəɣə-n или ətɬəɣ-e? Она: ətɬəɣ-e,DMP,,,,,ənkʔam,fem-сын-ins,отец
505,DMP_20220813@TK_22,ətɬəɣə-n ənkʔam ŋe-ekek-∅ ne-ret-e-n mejŋ-ken tejusɣən-∅,отец-no.sg и fem-сын-nom.sg low.a-приносить-th-3sg.o большой-rel мешок-nom.sg,Отец с дочкой принесли большую сумку.,00:33:07.887,00:33:20.670,Я: а если с ətɬəɣə-n? Она: #бином_и,DMP,True,,,,ənkʔam,fem-сын-nom.sg,
506,DMP_20220813@TK_23,lʲoša-∅ ənkʔam vanʲa-∅ ʔətwə-nŋe-ʔe-t ne-rkur-ʔe-n ʔətwʔe-n,лёша-nom.sg и ваня-nom.sg 2/3.s/a-лодка-get-th-pl  low.a-покупать-th-3sg.o лодка-nom.sg,Лёша и Ваня купили лодку.,00:41:02.225,00:41:09.790,По словарю ʔətwʔet.,DMP,,,,,ənkʔam,ваня-nom.sg,
507,DMP_20220813@TK_24,lʲoša-na kur-ni-n ʔətwʔe-n,лёша-nom.sg 2/3.s/a-покупать-3sg.a.3.o-3sg.o лодка-nom.sg,Лёша купил лодку.,00:41:40.866,00:41:46.301,Или kunnin. по словарю ʔətwʔet,DMP,,,,,lʲoša-na kur-ni-n ʔətwʔe-n,,
508,DMP_20220813@TK_25,lʲoša-∅ ənkʔam vanʲa-∅ ne-rkur-ʔe-n ʔətwʔe-n,лёша-nom.sg и ваня-nom.sg low.a-покупать-th-3sg.o лодка-nom.sg,Лёша и Ваня купили лодку.,00:42:21.258,00:42:24.613,,DMP,,,,,ənkʔam,ваня-nom.sg,
509,DMP_20220813@TK_26,lʲoša-na ənkʔam vanʲa-na ne-rkur-ʔe-n ʔətwʔe-n,лёша-an.ins и ваня-an.ins low.a-покупать-th-3sg.o лодка-nom.sg,Лёша и Ваня купили лодку.,00:42:32.500,00:42:35.596,#бином_и,DMP,True,,,,ənkʔam,ваня-an.ins,лёша
510,DMP_20220813@TK_27,lʲoša-∅ vanʲa-na=reen ne-rkur-ʔe-n ʔətwʔe-n,лёша-nom.sg ваня-an.ins=вместе.с.этим low.a-покупать-th-3sg.o   лодка-nom.sg,Лёша с Ваней купили лодку.,00:43:14.910,00:43:26.854,*lʲoša-na vanʲa-na=reen #бином_реен,DMP,True,,,,lʲoša-∅ vanʲa-na=reen ne-rkur-ʔe-n ʔətwʔe-n,ваня-an.ins,ваня
511,DMP_20220813@TK_28,ətɬon ənkʔam enaraɬʔə-n ne-rkur-ʔe-n ʔətwʔe-n,он и cосед-nom.sg low.a-покупать-th-3sg.o лодка-nom.sg,Он и сосед купили лодку.,00:44:21.322,00:44:32.925,#бином_и,DMP,True,,,,ənkʔam,cосед-nom.sg,
512,DMP_20220813@TK_29,ətɬon enaraɬʔə-na=reen ʔətwʔe-n ne-rkur-ʔe-n,он сосед-an.ins=вместе.с.этим лодка-nom.sg low.a-покупать-th-3sg.o,Он(и) с соседом лодку купили.,00:44:49.428,00:44:55.945,Почему an.ins? #бином_реен,DMP,True,,,,ətɬon enaraɬʔə-na=reen ʔətwʔe-n ne-rkur-ʔe-n,сосед-an.ins,сосед
513,DMP_20220813@TK_30,*ətɬon ənkʔam enaraɬʔə-n ∅-kun-ni-n ʔətwʔe-n,он и сосед-nom.sg 2/3.s/a-покупать-3sg.a.3.o-3sg.o лодка-nom.sg,*Он и сосед купил лодку.,00:44:58.403,00:45:08.642,"Нельзя, потому ∅-kun-ni-n - 1 (а их двое)",DMP,,,,,ənkʔam,сосед-nom.sg,
514,DMP_20220813@TK_31,ətɬon ɣe-enaraɬʔ-a=reen ne-rkur-ʔe-n ʔətwʔe-n,он com-сосед-ins=вместе.с.этим 2/3.s/a-покупать-3sg.a.3.o-3sg.o лодка-nom.sg,Он с соседом лодку купил.,00:45:31.742,00:45:44.019,"Заданная ситуация: он расплачивался, сосед просто рядом стоял. #бином_реен",DMP,True,,,,ətɬon ɣe-enaraɬʔ-a=reen ne-rkur-ʔe-n ʔətwʔe-n,сосед,
515,DMP_20220813@TK_32,ətri enaraɬʔə-na=reen ne-rkur-ʔe-n ʔətwʔe-n,они сосед-an.ins=вместе.с.этим low.a-покупать-th-3sg.o лодка-nom.sg,Они с соседом купили лодку.,00:46:15.458,00:46:24.410,"Я предложила ətri ɣe-enaraɬʔ-a ne-rkur-ʔe-n ʔətwʔe-n. Она это. Тут он, сосед и необязательно кто-то ещё. #бином_реен",DMP,True,,,,ətri,сосед-an.ins,сосед
516,DMP_20220813@TK_33,ənan ∅-kur-ni-n ʔətwʔe-n enaraɬʔə-na=reen,он.ins 2/3.s/a-покупать-3sg.a.3.o-3sg.o лодка-nom.sg сосед-an.ins=вместе.с.этим,Он купил лодку с соседом.,00:47:09.419,00:47:18.466,Я предложила: ənan ɣe-enaraɬʔ-a ∅-kur-ni-n ʔətwʔe-n,DMP,,,,,ənan ∅-kur-ni-n ʔətwʔe-n enaraɬʔə-na=reen,сосед-an.ins,сосед
517,DMP_20220813@TK_34,ərɣə-nan ne-rkur-ʔe-n ʔətwʔe-n enaraɬʔə-na=reen,они-ins low.a-покупать-th-3sg.o лодка-nom.sg   сосед-an.ins=вместе.с.этим,Они купили лодку с соседом.,00:47:57.238,00:48:01.334,,DMP,,,,,ərɣə-nan ne-rkur-ʔe-n ʔətwʔe-n enaraɬʔə-na=reen,сосед-an.ins,они
518,DMP_20220813@TK_35,ərɣə-nan enaraɬʔə-na=reen ne-rkur-ʔe-n ʔətwʔe-n,они-ins сосед-an.ins=вместе.с.этим low.a-покупать-th-3sg.o   лодка-nom.sg,Они с соседом купили лодку.,00:48:21.598,00:48:24.614,,DMP,,,,,ərɣə-nan enaraɬʔə-na=reen ne-rkur-ʔe-n ʔətwʔe-n,сосед-an.ins,они
520,DMP_20220813@TK_37,qɬawəɬ-∅ ɣa-təŋesʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,мужчина-nom.sg com-цветок-sim st-inv-ждать-st.3sg девушка-nom.sg,Мужчина с цветами ждал девушку.,00:52:05.865,00:52:10.945,#бином_ма,DMP,True,,,,qɬawəɬ-∅ ɣa-təŋesʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,цветок,
521,DMP_20220813@TK_38,*qɬawəɬ-a ɣa-təŋesʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,*мужчина-ins com-цветок-sim st-inv-ждать-st.3sg девушка-nom.sg,Мужчина с цветами ждал девушку.,00:52:18.000,00:52:23.945,"Нет, не подойдёт.",DMP,,,,,*qɬawəɬ-a ɣa-təŋesʔə-ma n-en-atsʔa-qen ŋewəsqet-∅,цветок,*мужчина
522,DMP_20220813@TK_39,qɬawəɬ-a n-en-atsʔa-qen ŋewəsqet-∅ ɣa-təŋesʔə-ma,мужчина-ins st-inv-ждать-st.3sg девушка-nom.sg com-цветок-sim,Мужчина с цветами ждал девушку.,00:52:27.865,00:52:32.945,,DMP,,,,,qɬawəɬ-a n-en-atsʔa-qen ŋewəsqet-∅ ɣa-təŋesʔə-ma,цветок,мужчина
523,DMP_20230703@TK_1,sas̆a ənkʔam tanʲa (/sas̆a-na ənkʔam tanʲa-na) ne-re-keɬi-ŋe-n keɬikeɬ,саша и таня (/саша-ins и таня-ins) low.a-fut-писать-fut-3sg.o книга,Cаша и Таня напишут книгу.,00:13:56.890,00:14:00.958,#бином Я: а можно sas̆a-na ənkʔam tanʲa-na? Она: можно и так.,DMP,True,,,,ənkʔam,таня,(/саша
524,DMP_20230703@TK_2,sas̆a tanʲa-na=reen ne-re-keɬi-ŋe-n keɬikeɬ,саша таня-an.ins=вместе low.a-fut-писать-fut-3sg.o книга,Саша с Таней напишут книжку.,00:14:28.110,00:14:33.594,"#бином Уверенный выбор. ""удобнее вот этот вариант""",DMP,True,,,,sas̆a tanʲa-na=reen ne-re-keɬi-ŋe-n keɬikeɬ,таня-an.ins,таня
525,DMP_20230703@TK_3,mikə-ne (/mikə-rə-k) ne-re-keɬi-ŋe-n keɬikeɬ?,кто-an.ins (/кто-an.pl-loc) low.a-fut-писать-fut-3sg.o книга,Кто напишет книжку?,00:14:51.010,00:14:55.300,"LBa говорит, что то, что не mikə-rək, не скандал.",DMP,,,,,mikə-ne (/mikə-rə-k) ne-re-keɬi-ŋe-n keɬikeɬ?,,кто
526,DMP_20230703@TK_4,mikə-ne ∅-re-keɬi-ɣ-ni-n keɬikeɬ?,кто-an.ins 2/3.s/a-fut-писать-fut-3sg.a.3sg.o-3sg.o книга,Кто напишет книжку?,00:16:19.800,00:16:22.534,,DMP,,,,,mikə-ne ∅-re-keɬi-ɣ-ni-n keɬikeɬ?,,кто
527,DMP_20230703@TK_5,mikə-ne=reen sas̆a-na ∅-re-keɬi-ɣ-ni-n keɬikeɬ?,кто-an.ins=вместе саша-an.ins 2/3.s/a-fut-писать-fut-3sg.a.3sg.o-3sg.o книга,Кто с Сашей напишет книгу?,00:16:36.267,00:16:41.307,#небином,DMP,,True,,,mikə-ne=reen sas̆a-na ∅-re-keɬi-ɣ-ni-n keɬikeɬ?,кто-an.ins,кто
528,DMP_20230703@TK_6,keɬikeɬ ne-re-keɬi-ŋe-n sas̆a-na ənkʔam tanʲa-na,книга low.a-fut-писать-fut-3sg.o саша-an.ins и таня-an.ins,Книгу напишут Таня с Сашей.,00:17:20.347,00:17:24.107,,DMP,,,,,ənkʔam,,саша
529,DMP_20230703@TK_7,mikə-ne ∅-re-keɬi-ɣ-ni-n keɬikeɬ? keɬikeɬ ne-re-keɬi-ŋe-n sas̆a-n.ənkʔam tanʲa-na (/sas̆a ənkʔam tanʲa),кто-an.ins 2/3.s/a-fut-писать-fut-3sg.a.3sg.o-3sg.o книга книга low.a-fut-писать-fut-3sg.o саша-an.ins.и таня-an.ins (/саша и таня),Кто напишет книгу? Книгу напишут Саша и Таня.,00:17:43.200,00:18:00.280,"#небином #бином Я предложила keɬikeɬ ne-re-keɬi-ŋe-n sas̆a(-na) tanʲa-na=reen. Она сказала, что оба варианта хороши только в начале. А в конце оба плохо звучат.",DMP,True,True,,,ənkʔam,,кто
530,DMP_20230703@TK_8,qoŋəsɣə-qɬawəɬ-a ∅-r-sarejpa-u-ni-n sinit-kin məsəkwə-n,озорной-мужчина-ins 2/3.s/a-tr-пачкать-cs-3sg.a.3sg.o-3sg.o сам-rel рубашка-nom.sg,Хулиган порвал свою рубашку.,00:20:00.495,00:20:06.995,,DMP,,,,,qoŋəsɣə-qɬawəɬ-a ∅-r-sarejpa-u-ni-n sinit-kin məsəkwə-n,,озорной-мужчина
531,DMP_20230703@TK_9,qoŋəsɣə-qɬawəɬ ɣe-tumɣ-e na-n-sarejpa-u-ne-t sinit-kine-t məsəkwə-t,озорной-мужчина com-друг-ins low.a-tr-пачкать-cs-3sg.o-pl сам-rel-pl рубашка-pl,Хулиган с другом испачкали свои рубашки.,00:20:44.445,00:20:53.995,"#бином Я предложила quŋəsɣə-qɬawəɬ-a. Она долго пробовала и согласилась, что можно.",DMP,True,,,,qoŋəsɣə-qɬawəɬ ɣe-tumɣ-e na-n-sarejpa-u-ne-t sinit-kine-t məsəkwə-t,друг,
